koi_score,koi_fwm_stat_sig,koi_srho_err2,koi_dor_err2,koi_dor_err1,koi_incl,koi_prad_err1,koi_count,koi_dor,koi_dikco_mdec_err,koi_period_err1,koi_period_err2,koi_dikco_mra_err,koi_prad_err2,koi_dikco_msky_err,koi_max_sngle_ev,koi_prad,koi_dicco_mdec_err,koi_model_snr,koi_dicco_mra_err,koi_disposition
1.0,0.0,-0.11075,-9.1,9.1,87.95,0.49,5,21.65,0.085,1.989e-05,-1.989e-05,0.082,-0.18,0.082,13.146613,5.0,0.11,86.6,0.11,CONFIRMED
0.998,0.628,-0.26616,-5.0,5.0,85.95,0.05,4,10.01,0.71,7.673e-05,-7.673e-05,0.91,-0.04,0.7,2.978392,1.06,0.65,14.7,0.95,CONFIRMED
1.0,0.0,-0.12164,-8.0,8.0,88.62,0.64,5,33.19,0.082,3.977e-05,-3.977e-05,0.079,-0.23,0.078,23.140947,6.5,0.098,117.2,0.1,CONFIRMED
0.006,0.0,-0.01978,-0.384,0.384,84.06,3.56,1,6.856,0.068,1.339e-06,-1.339e-06,0.069,-1.19,0.069,110.279724,12.28,0.069,323.4,0.068,FALSE POSITIVE
0.0,0.0,-0.03305,-0.266,0.266,89.06,4.05,1,23.029,0.068,5.46e-07,-5.46e-07,0.069,-1.87,0.069,230.37978,17.61,0.068,1671.1,0.067,FALSE POSITIVE
0.0,0.706,-0.02038,-2.7,2.7,76.4,8.94,1,5.42,0.084,2.258e-06,-2.258e-06,0.088,-2.96,0.094,13.511557,31.44,0.083,117.2,0.091,FALSE POSITIVE
0.999,0.032,-0.02856,-0.107,0.107,89.98,1.38,5,23.142,0.094,1.748e-05,-1.748e-05,0.078,-1.52,0.09,33.295635,7.89,0.086,266.3,0.076,CONFIRMED
0.996,0.055,-0.10358,-0.566,0.566,89.95,0.54,5,15.32,0.26,4.503e-05,-4.503e-05,0.25,-0.58,0.26,6.205785,3.06,0.26,49.1,0.24,CONFIRMED
0.997,0.0,-0.1229,-1.2,1.2,88.56,0.4,5,9.34,0.25,2.704e-05,-2.704e-05,0.22,-0.45,0.23,4.266375,2.32,0.25,35.1,0.22,CONFIRMED
1.0,0.007,-0.11107,-1.5,1.5,77.03,0.28,5,3.32,0.3,9.571e-06,-9.571e-06,0.4,-0.32,0.3,3.535499,1.62,0.34,19.9,0.91,CONFIRMED
0.995,0.307,-0.14595,-0.764,0.764,88.34,0.07,4,6.751,0.25,7.278e-06,-7.278e-06,0.25,-0.05,0.25,5.307951,1.53,0.26,50.4,0.25,CONFIRMED
0.989,0.394,-0.25754,-18.4,18.4,89.57,0.47,5,50.9,0.32,0.0006505,-0.0006505,0.25,-0.51,0.33,5.1075315,2.67,0.31,19.4,0.29,CONFIRMED
1.0,0.008,-1.37436,-1.5,1.5,89.91,0.17,2,31.76,0.091,2.035e-05,-2.035e-05,0.13,-0.08,0.12,9.07897,2.35,0.098,48.9,0.12,CONFIRMED
0.878,0.123,-3.48016,-34.8,34.8,89.56,0.17,2,90.7,0.14,0.0003134,-0.0003134,0.25,-0.09,0.23,6.9918575,2.37,0.15,20.9,0.25,CONFIRMED
0.0,0.0,-0.00507,-1.1,1.1,58.76,1.32,1,2.27,0.082,4.74e-06,-4.74e-06,0.074,-1.6,0.081,7.4411964,17.06,0.083,50.5,0.071,FALSE POSITIVE
1.0,0.334,-0.70458,-5.5,5.5,89.24,0.07,2,22.68,0.17,1.91e-05,-1.91e-05,0.11,-0.14,0.17,5.371588,2.25,0.15,38.4,0.11,CONFIRMED
1.0,0.997,-1.29249,-0.769,0.769,89.99,0.05,2,13.767,0.28,1.44e-05,-1.44e-05,0.2,-0.09,0.18,4.527273,1.48,0.27,22.8,0.19,CONFIRMED
0.0,0.0,-0.03196,-3.3,3.3,81.27,12.8,1,8.29,0.069,1.272e-06,-1.272e-06,0.084,-4.27,0.082,30.702702,38.33,0.07,269.7,0.073,FALSE POSITIVE
0.999,0.0,-0.41055,-3.9,3.9,88.69,1.48,1,28.26,0.068,1.783e-06,-1.783e-06,0.069,-0.8,0.068,58.01924,8.24,0.068,482.3,0.067,CONFIRMED
1.0,0.012,-0.51606,-0.277,0.277,89.81,1.6,1,13.672,0.072,4.18e-06,-4.18e-06,0.074,-0.53,0.075,18.698158,5.39,0.07,99.5,0.069,CONFIRMED
0.876,0.02,-0.01023,-1.8,1.8,75.62,0.73,1,3.73,0.15,1.14e-05,-1.14e-05,0.21,-0.26,0.17,4.2820764,2.66,0.23,35.9,0.2,CONFIRMED
1.0,0.009,-0.05356,-6.2,6.2,86.43,0.24,2,13.23,0.11,1.488e-05,-1.488e-05,0.093,-0.3,0.11,7.181467,3.01,0.11,54.4,0.09,CONFIRMED
1.0,0.036,-0.00589,-4.9,4.9,84.34,0.24,2,9.85,0.52,6.36e-05,-6.36e-05,0.23,-0.3,0.52,5.1306577,3.01,0.49,25.7,0.26,CONFIRMED
1.0,0.09,-1.21438,-5.1,5.1,87.46,0.22,5,14.52,0.23,2.668e-05,-2.668e-05,0.32,-0.08,0.31,4.6233773,2.19,0.2,24.8,0.31,CONFIRMED
1.0,0.832,-0.15507,-12.8,12.8,89.17,0.17,2,29.5,0.11,2.324e-05,-2.324e-05,0.12,-0.22,0.12,7.304412,2.31,0.12,52.7,0.13,CONFIRMED
0.999,0.622,-0.73166,-9.8,9.8,89.77,0.19,2,63.84,0.12,8.305e-05,-8.305e-05,0.11,-0.26,0.11,10.347036,2.64,0.12,51.7,0.13,CONFIRMED
1.0,0.0,-0.38192,-3.3,3.3,87.52,2.05,1,10.6,0.074,1.611e-06,-1.611e-06,0.07,-0.82,0.074,21.389048,6.21,0.073,240.6,0.069,CONFIRMED
1.0,0.416,-0.30307,-0.0157,0.0157,89.86,0.64,1,9.6255,0.074,3.043e-06,-3.043e-06,0.076,-0.28,0.074,9.246548,4.35,0.074,116.1,0.076,CONFIRMED
1.0,0.0,-0.0896,-6.4,6.4,86.59,1.11,1,13.31,0.09,3.611e-05,-3.611e-05,0.1,-0.47,0.096,10.867014,3.75,0.094,74.6,0.087,CONFIRMED
0.985,0.0,-0.02349,-0.527,0.527,88.96,3.63,1,43.26,0.067,4.747e-06,-4.747e-06,0.069,-1.21,0.068,184.1626,13.84,0.067,748.1,0.068,CONFIRMED
0.942,0.403,-0.00475,-14.5,14.5,89.4,1.24,1,50.5,0.077,0.0001468,-0.0001468,0.079,-1.52,0.079,39.125496,7.59,0.085,160.9,0.074,CONFIRMED
0.0,0.0,-0.0103,-2.0,2.0,71.8,2.48,1,4.05,0.085,2.222e-06,-2.222e-06,0.076,-2.74,0.09,17.338335,26.82,0.088,122.1,0.081,FALSE POSITIVE
0.912,0.001,-0.06335,-9.8,9.8,88.37,0.12,1,24.1,0.23,6.127e-05,-6.127e-05,0.18,-0.08,0.23,10.750713,2.29,0.23,62.0,0.16,CONFIRMED
1.0,0.007,-0.95409,-1.7,1.7,89.93,0.59,1,25.51,0.15,2.087e-05,-2.087e-05,0.12,-0.31,0.15,6.973618,2.47,0.15,49.2,0.13,CONFIRMED
1.0,0.348,-0.04524,-8.2,8.2,87.21,0.54,1,17.79,0.097,3.022e-05,-3.022e-05,0.1,-0.36,0.1,11.495781,3.68,0.088,62.6,0.1,CONFIRMED
0.998,0.0,-0.08275,-7.9,7.9,89.76,0.35,1,184.83,0.076,0.0002773,-0.0002773,0.077,-0.52,0.077,157.44649,10.59,0.067,271.8,0.067,CANDIDATE
1.0,0.139,-0.91676,-1.3,1.3,89.95,0.17,4,21.59,0.1,1.181e-05,-1.181e-05,0.14,-0.12,0.15,8.483169,2.56,0.097,53.0,0.14,CONFIRMED
1.0,0.091,-0.91985,-1.6,1.6,89.97,0.2,4,59.91,0.16,0.0001055,-0.0001055,0.22,-0.15,0.17,7.9323716,3.03,0.14,45.5,0.24,CONFIRMED
1.0,0.001,-6.40602,-19.7,19.7,89.31,0.15,4,49.3,0.2,5.278e-05,-5.278e-05,0.52,-0.12,0.34,4.671781,2.32,0.24,22.6,0.51,CONFIRMED
0.996,0.048,-1.64419,-7.6,7.6,89.99,0.12,1,94.7,0.18,0.0002753,-0.0002753,0.26,-0.22,0.21,6.1299686,1.94,0.17,27.4,0.24,CONFIRMED
0.974,0.0,-0.09238,-2.0,2.0,89.68,2.07,1,67.69,0.067,6.58e-06,-6.58e-06,0.068,-1.04,0.068,217.32286,11.38,0.067,907.8,0.067,CONFIRMED
0.994,0.0,-0.00563,-0.507,0.507,88.3,4.46,1,29.734,0.07,1.554e-05,-1.554e-05,0.068,-1.49,0.068,123.3638,14.21,0.071,561.1,0.068,CANDIDATE
1.0,0.309,-0.54376,-4.0,4.0,88.81,0.37,2,16.74,0.1,7.779e-06,-7.779e-06,0.11,-0.17,0.11,7.166417,2.47,0.11,59.4,0.092,CONFIRMED
0.959,0.0,-0.07202,-0.638,0.638,89.94,0.5,2,34.34,0.1,2.475e-05,-2.475e-05,0.11,-0.55,0.1,61.598824,8.2,0.51,355.7,0.18,CONFIRMED
0.994,0.175,-0.66741,-17.4,17.4,88.43,0.35,2,34.9,0.58,0.0001272,-0.0001272,1.1,-0.16,0.83,3.5729597,2.28,0.57,10.7,1.1,CONFIRMED
0.0,0.015,-0.11004,-2.2,2.2,86.94,4.92,1,20.24,0.069,5.969e-06,-5.969e-06,0.077,-2.28,0.075,36.547604,19.02,0.07,184.1,0.075,CANDIDATE
0.0,0.0,-4.14783,-5.0,5.0,89.55,0.2,1,29.22,0.073,2.287e-05,-2.287e-05,0.072,-0.27,0.073,10.513627,2.66,0.068,51.7,0.068,FALSE POSITIVE
1.0,0.022,-1.26902,-0.653,0.653,89.23,0.13,1,9.527,0.19,5.022e-06,-5.022e-06,0.12,-0.05,0.19,4.7961717,1.41,0.21,30.7,0.12,CONFIRMED
0.0,0.002,-0.05032,-0.312,0.312,89.27,2.92,1,16.497,0.075,3.31e-07,-3.31e-07,0.068,-1.58,0.075,192.99095,14.62,0.067,1630.4,0.067,FALSE POSITIVE
1.0,0.683,-0.7097,-0.58,0.58,89.87,0.78,1,11.389,0.11,3.869e-06,-3.869e-06,0.092,-0.26,0.11,5.8711963,2.62,0.11,64.8,0.093,CONFIRMED
1.0,0.0,-0.3888,-1.3,1.3,89.08,0.39,3,12.25,0.082,4.342e-06,-4.342e-06,0.076,-0.21,0.079,7.6148076,3.11,0.078,86.1,0.077,CONFIRMED
1.0,0.0,-0.27944,-10.6,10.6,89.31,0.33,3,32.0,0.12,8.826e-05,-8.826e-05,0.12,-0.18,0.12,6.4205737,2.69,0.12,37.8,0.14,CONFIRMED
1.0,0.073,-0.51817,-11.0,11.0,87.68,0.33,3,22.2,0.25,3.052e-05,-3.052e-05,0.21,-0.18,0.25,3.9681692,2.67,0.25,21.1,0.21,CONFIRMED
1.0,0.0,-0.2003,-2.5,2.5,89.96,1.23,1,120.05,0.07,0.0001179,-0.0001179,0.074,-1.35,0.07,63.25567,8.98,0.21,223.5,0.18,CANDIDATE
0.987,0.0,-0.02386,-30.3,30.3,89.24,0.48,2,61.0,0.37,0.0005327,-0.0005327,0.24,-0.52,0.25,45.91216,7.78,0.6,139.3,0.26,CONFIRMED
0.0,0.0,-0.09856,-2.2,2.2,77.84,1.38,1,4.58,0.078,3.059e-06,-3.059e-06,0.083,-0.46,0.079,8.208323,4.37,0.077,58.3,0.08,FALSE POSITIVE
1.0,0.001,-0.85611,-2.4,2.4,89.97,0.43,4,52.72,0.098,3.65e-05,-3.65e-05,0.11,-0.29,0.12,15.926126,3.91,0.096,88.0,0.11,CONFIRMED
0.983,0.0,-0.30467,-3.7,3.7,89.84,0.62,4,63.88,0.077,5.613e-05,-5.613e-05,0.073,-0.41,0.077,28.79182,5.51,0.077,155.5,0.074,CONFIRMED
1.0,0.0,-0.36699,-1.5,1.5,89.23,0.27,4,15.59,0.16,7.373e-06,-7.373e-06,0.29,-0.18,0.28,6.7249837,2.43,0.15,59.3,0.29,CONFIRMED
1.0,0.002,-1.59965,-3.3,3.3,86.85,0.21,4,8.7,0.18,2.808e-06,-2.808e-06,0.17,-0.13,0.18,3.843993,1.86,0.19,41.4,0.17,CONFIRMED
1.0,0.013,-0.90164,-0.213,0.213,89.95,0.21,2,40.546,0.14,4.091e-05,-4.091e-05,0.099,-0.14,0.12,9.148423,3.07,0.15,62.4,0.091,CONFIRMED
1.0,0.947,-1.03478,-1.1,1.1,89.72,0.11,4,12.14,0.24,5.531e-06,-5.531e-06,0.3,-0.08,0.21,3.4647944,1.69,0.25,30.5,0.29,CONFIRMED
1.0,,-0.97657,-1.3,1.3,89.51,0.09,2,19.7,0.11,7.039e-06,-7.039e-06,0.089,-0.1,0.11,8.0944605,1.73,0.1,62.8,0.089,CONFIRMED
1.0,,-1.05898,-0.31,0.31,89.98,0.09,2,24.64,0.11,1.437e-05,-1.437e-05,0.094,-0.09,0.11,7.210981,1.65,0.11,51.8,0.096,CONFIRMED
0.0,0.0,-0.21785,-4.3,4.3,88.54,4.93,1,35.21,0.068,3.352e-06,-3.352e-06,0.068,-1.96,0.068,209.9436,22.94,0.067,307.5,0.067,CANDIDATE
0.573,0.0,-0.05303,-11.3,11.3,87.6,0.56,1,22.7,0.94,0.0001428,-0.0001428,0.54,-0.63,0.58,41.057766,2.41,0.96,18.5,0.65,FALSE POSITIVE
1.0,0.33,-0.25954,-10.9,10.9,89.23,0.4,2,49.6,0.071,1.767e-05,-1.767e-05,0.072,-0.5,0.07,44.19851,8.46,0.071,247.9,0.071,CONFIRMED
1.0,0.938,-0.19641,-7.4,7.4,88.51,0.09,2,16.49,0.22,1.577e-05,-1.577e-05,0.24,-0.12,0.24,4.929026,1.97,0.22,29.2,0.23,CONFIRMED
1.0,0.117,-1.48615,-0.342,0.342,89.91,0.39,1,16.107,0.11,8.512e-06,-8.512e-06,0.11,-0.29,0.11,4.846328,2.36,0.12,39.7,0.13,CONFIRMED
1.0,,-0.15075,-4.9,4.9,87.56,0.09,2,13.32,0.09,6.168e-06,-6.168e-06,0.098,-0.18,0.09,6.6083684,2.35,0.089,60.8,0.099,CONFIRMED
0.997,,-0.62414,-8.9,8.9,89.1,0.06,2,24.72,0.19,5.331e-05,-5.331e-05,0.18,-0.12,0.19,3.560772,1.55,0.19,21.9,0.18,CONFIRMED
1.0,0.0,-0.18236,-2.9,2.9,85.03,0.58,1,8.13,0.11,2.584e-06,-2.584e-06,0.078,-0.58,0.089,13.098274,2.62,0.09,157.8,0.077,CONFIRMED
0.0,0.0,-5.39737,-19.1,19.1,79.0,128.5,1,38.6,0.068,2.356e-06,-2.356e-06,0.068,-46.16,0.068,58.719604,588.66,0.069,192.3,0.068,FALSE POSITIVE
1.0,0.129,-0.71582,-3.4,3.4,89.0,0.1,3,18.69,0.1,5.482e-06,-5.482e-06,0.078,-0.11,0.1,10.906055,2.33,0.1,87.2,0.082,CONFIRMED
1.0,0.037,-0.94205,-5.7,5.7,89.51,0.09,3,33.32,0.12,1.825e-05,-1.825e-05,0.097,-0.1,0.12,9.71719,2.18,0.11,57.6,0.11,CONFIRMED
0.998,0.016,-4.72919,-20.1,20.1,89.18,0.06,3,49.4,0.51,9.65e-05,-9.65e-05,0.57,-0.07,0.48,5.914461,1.42,0.49,14.9,0.57,CONFIRMED
0.0,0.0,-0.00045,-1.6,1.6,67.15,8.98,1,3.15,0.073,1.642e-05,-1.642e-05,0.085,-17.95,0.074,10.118381,63.66,0.075,76.8,0.084,FALSE POSITIVE
1.0,0.801,-0.07028,-8.2,8.2,86.86,0.3,1,16.88,0.14,5.786e-05,-5.786e-05,0.11,-0.33,0.14,9.867276,3.16,0.16,53.3,0.11,CONFIRMED
1.0,0.001,-0.03705,-3.8,3.8,83.8,0.11,2,7.71,0.17,6.004e-06,-6.004e-06,0.085,-0.12,0.12,13.492653,2.54,0.18,125.6,0.092,CONFIRMED
1.0,0.003,-1.70045,-10.9,10.9,88.66,0.18,2,23.0,0.094,1.477e-05,-1.477e-05,0.092,-0.28,0.098,8.5752535,3.2,0.093,64.5,0.097,CONFIRMED
1.0,0.184,-3.27047,-7.5,7.5,86.81,0.09,2,15.04,0.36,1.395e-05,-1.395e-05,0.26,-0.16,0.27,3.348457,1.78,0.38,15.0,0.27,CONFIRMED
1.0,0.279,-0.00512,-1.6,1.6,74.9,0.79,1,3.45,0.14,1.408e-05,-1.408e-05,0.1,-0.33,0.11,5.7962294,2.66,0.13,45.1,0.092,CONFIRMED
0.0,0.0,-0.00376,-0.568,0.568,77.16,1.46,1,4.238,,2.419e-05,-2.419e-05,,-0.48,,22.463158,4.68,,60.4,,FALSE POSITIVE
1.0,0.631,-0.04479,-76.5,76.5,89.76,0.32,2,174.7,0.12,0.0009057,-0.0009057,0.18,-0.2,0.16,18.208637,4.53,0.094,46.8,0.13,CONFIRMED
0.0,0.0,-0.0504,-2.6,2.6,78.08,1.33,1,5.28,0.068,1.059e-06,-1.059e-06,0.069,-1.47,0.068,114.08557,21.58,0.067,125.4,0.067,FALSE POSITIVE
0.997,0.0,-0.04095,-0.0214,0.0214,90.0,1.36,1,11.4204,0.069,1.9e-07,-1.9e-07,0.068,-0.79,0.068,120.20046,12.04,0.15,1011.6,0.24,CANDIDATE
1.0,0.019,-0.56871,-0.65,0.65,89.89,0.5,3,26.081,0.082,4.991e-06,-4.991e-06,0.075,-0.28,0.082,25.131163,4.16,0.08,175.2,0.074,CONFIRMED
1.0,0.003,-0.35535,-0.263,0.263,90.0,0.2,1,23.181,0.087,9.452e-06,-9.452e-06,0.1,-0.17,0.088,16.45347,3.13,0.089,142.0,0.12,CONFIRMED
0.0,0.287,-0.00646,-13.0,13.0,89.43,0.35,3,50.0,0.25,3.126e-05,-3.126e-05,0.18,-0.19,0.23,10.706917,2.92,0.26,52.7,0.17,CONFIRMED
1.0,0.115,-1.26714,-1.7,1.7,88.88,0.2,3,12.86,0.16,4.359e-06,-4.359e-06,0.12,-0.12,0.15,5.2665052,1.74,0.15,41.6,0.13,CONFIRMED
1.0,0.708,-0.81818,-2.3,2.3,89.59,0.13,3,26.89,0.14,1.061e-05,-1.061e-05,0.17,-0.2,0.17,6.0815673,1.72,0.12,48.5,0.17,CONFIRMED
1.0,0.151,-0.62623,-0.72,0.72,89.96,0.1,3,21.878,0.43,4.21e-05,-4.21e-05,0.3,-0.15,0.48,4.24725,1.29,0.46,31.0,0.3,CONFIRMED
0.986,0.499,-2.16781,-14.2,14.2,89.79,0.1,3,60.9,0.57,7.662e-05,-7.662e-05,0.7,-0.15,0.73,4.265292,1.3,0.53,18.2,0.67,CONFIRMED
1.0,0.0,-1.11985,-6.3,6.3,87.54,0.77,1,16.55,0.22,1.357e-05,-1.357e-05,0.39,-0.25,0.42,5.7879114,2.45,0.23,50.4,0.31,CONFIRMED
0.0,0.027,-0.08802,-2.0,2.0,77.28,0.75,1,4.12,0.088,2.91e-07,-2.91e-07,0.08,-0.57,0.086,5.13757,4.14,0.088,147.4,0.083,FALSE POSITIVE
0.999,0.0,-0.40258,-0.649,0.649,89.89,0.56,1,36.466,0.078,1.636e-06,-1.636e-06,0.072,-0.57,0.076,61.291126,10.51,0.07,388.2,0.071,CONFIRMED
1.0,0.0,-0.05387,-0.0985,0.0985,89.93,2.94,1,15.8546,0.071,2.181e-06,-2.181e-06,0.069,-0.98,0.071,48.506207,8.95,0.077,435.9,0.072,CONFIRMED
1.0,0.175,-0.03089,-3.8,3.8,83.94,1.11,1,8.17,0.083,2.001e-05,-2.001e-05,0.084,-0.38,0.083,8.698946,3.52,0.086,71.9,0.074,CONFIRMED
0.635,0.0,-0.00057,-0.2,0.2,89.79,2.57,1,19.986,0.25,3.676e-06,-3.676e-06,0.2,-0.65,0.29,82.201164,13.16,0.25,915.7,0.21,CONFIRMED
1.0,0.216,-0.67214,-6.2,6.2,88.53,0.97,1,31.62,0.071,4.397e-06,-4.397e-06,0.072,-0.96,0.073,34.47275,4.87,0.071,210.5,0.069,CANDIDATE
0.966,0.0,-0.17286,-12.7,12.7,89.54,0.34,1,81.6,0.073,7.999e-05,-7.999e-05,0.072,-0.47,0.073,43.030296,4.78,0.073,182.1,0.073,CANDIDATE
1.0,0.0,-0.01675,-1.8,1.8,87.87,1.75,1,9.24,0.069,1.389e-06,-1.389e-06,0.068,-0.62,0.069,42.768375,6.96,0.071,431.4,0.07,CONFIRMED
1.0,0.212,-0.26585,-3.3,3.3,84.94,0.13,5,7.83,0.14,2.691e-06,-2.691e-06,0.14,-0.05,0.16,4.8613906,1.85,0.14,42.6,0.15,CONFIRMED
0.997,0.035,-1.53113,-6.2,6.2,89.94,0.13,5,55.43,0.38,0.0001727,-0.0001727,0.26,-0.06,0.29,5.9903526,1.9,0.39,25.4,0.25,CONFIRMED
0.415,0.115,-0.52592,-0.911,0.911,89.98,0.4,2,26.076,0.21,2.298e-05,-2.298e-05,0.16,-0.65,0.22,7.5664573,2.57,0.21,60.2,0.15,CONFIRMED
0.228,0.0,-0.17015,-0.0374,0.0374,89.83,3.05,1,9.6337,0.069,5.831e-06,-5.831e-06,0.07,-2.03,0.069,69.5648,10.95,0.067,85.8,0.067,FALSE POSITIVE
1.0,0.0,-0.50283,-1.3,1.3,89.92,0.38,3,32.1,0.094,1.575e-05,-1.575e-05,0.086,-0.15,0.093,19.466316,4.14,0.1,123.8,0.091,CONFIRMED
1.0,0.0,-0.75367,-0.156,0.156,89.9,0.28,3,16.707,0.087,7.031e-06,-7.031e-06,0.083,-0.1,0.091,9.121863,2.96,0.088,86.2,0.089,CONFIRMED
1.0,0.0,-0.11431,-0.587,0.587,86.76,2.01,1,7.743,0.072,1.37e-07,-1.37e-07,0.068,-1.18,0.071,53.349804,13.12,0.067,1072.1,0.067,CONFIRMED
1.0,0.134,-1.57608,-2.4,2.4,89.84,0.14,3,31.55,0.14,1.455e-05,-1.455e-05,0.1,-0.2,0.15,9.248742,2.23,0.13,58.0,0.091,CONFIRMED
1.0,0.003,-0.86807,-4.6,4.6,88.87,0.11,3,17.77,0.15,9.036e-06,-9.036e-06,0.12,-0.15,0.15,5.360658,1.66,0.15,41.4,0.12,CONFIRMED
1.0,0.0,-0.29022,-0.309,0.309,89.96,0.11,2,25.344,0.2,2.908e-05,-2.908e-05,0.12,-0.11,0.14,14.82054,2.48,0.17,114.9,0.12,CONFIRMED
1.0,0.538,-0.19507,-10.1,10.1,87.49,0.14,3,20.2,0.14,6.63e-05,-6.63e-05,0.14,-0.21,0.14,6.004703,2.25,0.14,36.9,0.14,CONFIRMED
0.999,0.0,-1.24038,-6.8,6.8,89.21,0.13,3,24.23,0.13,1.275e-05,-1.275e-05,0.19,-0.17,0.18,5.9298773,1.16,0.12,44.4,0.15,CONFIRMED
0.999,0.165,-1.85866,-0.282,0.282,90.0,0.1,3,14.19,0.11,6.4e-06,-6.4e-06,0.11,-0.13,0.11,6.330976,0.91,0.15,37.8,0.089,CONFIRMED
0.998,0.002,-3.46872,-2.3,2.3,89.86,0.12,3,48.38,0.25,4.067e-05,-4.067e-05,0.29,-0.16,0.31,6.217123,1.11,0.24,30.9,0.26,CONFIRMED
1.0,0.775,-0.04998,-10.1,10.1,88.04,1.33,1,23.2,0.11,2.968e-05,-2.968e-05,0.093,-0.88,0.1,8.428813,4.56,0.1,46.2,0.1,CONFIRMED
1.0,0.3,-0.00879,-2.6,2.6,79.95,0.8,2,5.33,0.11,8.955e-06,-8.955e-06,0.11,-0.34,0.11,4.5823436,2.85,0.1,36.4,0.15,CONFIRMED
0.999,0.009,-0.00951,-17.1,17.1,88.39,0.96,2,34.3,0.34,0.001997,-0.001997,0.39,-0.42,0.26,4.639124,3.43,0.3,15.4,0.21,CONFIRMED
1.0,0.416,-0.92041,-3.0,3.0,89.57,0.44,2,28.05,0.084,1.631e-05,-1.631e-05,0.078,-0.43,0.086,12.332059,2.34,0.085,64.5,0.077,CONFIRMED
1.0,0.119,-0.37599,-10.2,10.2,88.24,0.21,2,21.0,0.17,3.449e-05,-3.449e-05,0.17,-0.22,0.18,4.588849,1.18,0.16,14.2,0.17,CONFIRMED
0.997,0.0,-0.04715,-0.108,0.108,89.51,2.4,1,10.812,0.068,2.47e-07,-2.47e-07,0.067,-0.87,0.067,135.75833,10.55,0.067,1669.1,0.067,CONFIRMED
1.0,0.0,-0.00527,-2.8,2.8,85.02,0.36,1,7.47,0.13,7.822e-06,-7.822e-06,0.12,-0.15,0.13,5.37064,1.87,0.12,48.1,0.13,CANDIDATE
1.0,0.015,-0.88958,-8.6,8.6,89.96,0.13,5,64.94,0.21,0.0003143,-0.0003143,0.33,-0.05,0.32,7.271111,1.85,0.21,21.6,0.32,CONFIRMED
1.0,0.726,-1.28222,-4.1,4.1,86.99,0.11,5,12.35,0.3,9.45e-06,-9.45e-06,0.43,-0.05,0.43,4.4431863,1.62,0.3,28.1,0.41,CONFIRMED
0.996,0.083,-1.9789,-11.6,11.6,88.27,0.11,5,23.6,0.71,3.25e-05,-3.25e-05,0.73,-0.06,0.71,5.6818385,1.75,0.71,21.4,0.73,CONFIRMED
0.0,0.0,-0.01519,-0.408,0.408,81.1,0.98,1,6.137,0.076,5.032e-06,-5.032e-06,0.078,-0.39,0.081,12.354637,4.33,0.082,119.4,0.081,FALSE POSITIVE
1.0,0.003,-0.05695,-9.6,9.6,88.68,0.1,3,19.51,0.15,1.201e-05,-1.201e-05,0.14,-0.2,0.16,6.1818976,2.47,0.13,47.7,0.12,CONFIRMED
1.0,0.607,-6.73701,-19.8,19.8,89.27,0.1,3,51.1,0.24,5.499e-05,-5.499e-05,0.16,-0.19,0.24,4.479241,2.43,0.18,23.8,0.18,CONFIRMED
0.957,0.013,-1.28442,-0.166,0.166,89.58,0.04,3,12.61,0.47,3.053e-05,-3.053e-05,0.48,-0.09,0.63,3.7260108,1.08,0.47,12.9,0.45,CONFIRMED
1.0,0.298,-0.11584,-9.1,9.1,89.22,0.27,4,28.84,0.16,3.387e-05,-3.387e-05,0.15,-0.24,0.15,7.364849,2.72,0.15,55.9,0.15,CONFIRMED
1.0,0.187,-0.24901,-12.4,12.4,88.21,0.32,4,26.8,0.18,0.0001013,-0.0001013,0.16,-0.27,0.19,7.3606734,3.14,0.18,44.8,0.17,CONFIRMED
1.0,0.945,-0.81528,-6.0,6.0,89.55,0.14,4,14.19,0.71,2.282e-05,-2.282e-05,0.91,-0.12,0.88,3.2894669,1.36,0.71,21.2,0.91,CONFIRMED
1.0,0.14,-0.72285,-2.4,2.4,89.86,0.49,2,50.78,0.22,6.31e-05,-6.31e-05,0.18,-0.78,0.2,10.343444,3.09,0.21,63.1,0.18,CONFIRMED
1.0,0.476,-4.06724,-7.9,7.9,89.99,0.27,4,175.84,0.16,0.0006637,-0.0006637,0.19,-0.23,0.19,6.699139,2.64,0.14,22.7,0.15,CONFIRMED
1.0,0.0,-0.0443,-0.116,0.116,89.71,2.85,1,12.288,0.068,7.3e-07,-7.3e-07,0.07,-2.56,0.07,52.268402,10.6,0.067,633.4,0.067,CONFIRMED
0.0,0.0,-3.68654,-17.2,17.2,74.37,39.25,1,34.5,0.073,2.818e-05,-2.818e-05,0.07,-58.42,0.071,52.240536,540.37,0.07,54.5,0.074,FALSE POSITIVE
1.0,0.828,-0.30375,-2.4,2.4,88.67,0.36,1,13.58,0.085,6.664e-06,-6.664e-06,0.087,-0.19,0.085,7.25004,2.68,0.085,77.4,0.084,CONFIRMED
1.0,0.064,-0.23155,-5.2,5.2,89.69,0.24,1,17.37,0.12,1.264e-06,-1.264e-06,0.11,-0.12,0.13,5.3565664,2.42,0.095,69.2,0.1,CANDIDATE
1.0,0.001,-0.04411,-1.2,1.2,87.17,3.27,2,10.84,0.068,1.685e-06,-1.685e-06,0.068,-1.31,0.068,45.663883,9.66,0.068,502.3,0.067,CONFIRMED
