koi_score,koi_fwm_stat_sig,koi_srho_err2,koi_dor_err2,koi_dor_err1,koi_incl,koi_prad_err1,koi_count,koi_dor,koi_dikco_mdec_err,koi_period_err1,koi_period_err2,koi_dikco_mra_err,koi_prad_err2,koi_dikco_msky_err,koi_max_sngle_ev,koi_prad,koi_dicco_mdec_err,koi_model_snr,koi_dicco_mra_err,koi_disposition
0.0,0.138,-0.52558,-0.395,0.395,83.68,0.17,1,2.205,0.46,6.996e-06,-6.996e-06,0.72,-0.06,0.68,3.6360388,0.59,0.5,8.5,0.74,FALSE POSITIVE
0.999,0.082,-0.16464,-1.1,1.1,89.96,0.25,3,12.44,0.25,5.335e-05,-5.335e-05,0.31,-0.19,0.25,4.859582,1.34,0.25,21.1,0.31,CONFIRMED
0.0,0.0,-0.00314,-0.603,0.603,42.52,10.04,1,1.723,0.13,2.31e-06,-2.31e-06,0.51,-3.36,0.49,6.385112,33.45,0.097,150.7,0.52,FALSE POSITIVE
0.0,0.0,-0.06673,-1.3,1.3,76.42,0.54,1,3.18,0.46,1.483e-05,-1.483e-05,0.47,-1.34,0.51,4.3082886,3.05,0.44,27.1,0.47,FALSE POSITIVE
0.0,0.0,-0.51316,-68.3,68.3,89.68,1.61,1,149.6,0.11,0.0005088,-0.0005088,0.076,-0.64,0.078,646.6607,5.24,0.071,70.4,0.069,FALSE POSITIVE
0.0,0.0,-0.00079,-0.499,0.499,19.21,4.87,1,1.247,0.068,1.82e-05,-1.82e-05,0.068,-2.09,0.068,3.959585,19.66,0.069,83.2,0.067,FALSE POSITIVE
0.825,0.032,-5.13848,-4.1,4.1,88.06,0.23,1,15.82,0.36,3.03e-05,-3.03e-05,0.73,-0.08,0.57,3.1413853,0.87,0.36,9.1,0.73,CANDIDATE
0.0,0.0,-0.04103,-6.8,6.8,84.75,10.39,1,13.67,0.088,1.294e-05,-1.294e-05,0.1,-5.59,0.094,91.32116,39.84,0.08,127.7,0.1,FALSE POSITIVE
0.0,0.474,-0.00016,-5.7,5.7,83.76,11.39,1,11.8,0.57,0.002139,-0.002139,0.16,-3.8,0.51,72.543846,36.8,0.61,52.0,0.19,FALSE POSITIVE
0.0,0.376,-0.55902,-119.0,119.0,89.7,8.19,1,238.0,0.087,0.0001158,-0.0001158,0.08,-5.96,0.087,94.55111,50.98,0.083,147.3,0.075,FALSE POSITIVE
,,,,,,,4,,,,,,,,,,,,,FALSE POSITIVE
0.0,,-0.00442,-0.0765,0.0765,89.54,1.01,1,62.9763,0.07,1.383e-06,-1.383e-06,0.067,-0.94,0.07,4002.367,23.2,0.067,5518.2,0.067,FALSE POSITIVE
0.0,,-0.0009,-0.643,0.643,30.33,11.07,1,1.367,0.076,1.352e-05,-1.352e-05,0.073,-25.81,0.08,9.600733,65.37,0.072,45.6,0.068,FALSE POSITIVE
0.939,0.0,-0.04175,-2.5,2.5,84.08,0.4,1,6.51,0.38,0.0002278,-0.0002278,0.44,-0.14,0.46,3.1292994,1.28,0.39,11.2,0.64,CANDIDATE
0.0,0.0,-0.00035,-6.0,6.0,84.2,21.78,1,12.03,0.32,0.000572,-0.000572,0.72,-21.78,0.56,24.96798,44.59,0.32,45.6,0.72,FALSE POSITIVE
0.0,,-0.03112,-7.1,7.1,86.03,0.93,1,14.17,,0.0002118,-0.0002118,,-1.72,,11.091182,4.79,,18.4,,FALSE POSITIVE
0.999,0.162,-0.00442,-14.7,14.7,88.92,2.24,1,32.2,0.18,0.0001418,-0.0001418,0.25,-8.94,0.26,8.273638,35.34,0.21,42.6,0.27,CONFIRMED
0.0,0.0,-0.02702,-0.907,0.907,62.99,0.91,1,2.173,0.068,2.115e-06,-2.115e-06,0.067,-1.37,0.068,4.9655733,3.68,0.067,47.6,0.067,FALSE POSITIVE
0.0,0.0,-2.0756,-11.5,11.5,88.86,0.56,1,31.7,0.35,0.0001412,-0.0001412,0.44,-0.28,0.52,4.920979,1.82,0.33,12.7,0.44,FALSE POSITIVE
0.0,0.05,-0.00557,-0.45,0.45,7.89,0.78,1,1.04,0.64,8.635e-06,-8.635e-06,0.68,-0.26,0.72,3.8098693,3.37,0.69,12.6,0.78,FALSE POSITIVE
0.0,,-0.00053,-0.594,0.594,26.24,2.71,1,1.2,2.8,2.15e-05,-2.15e-05,0.67,-4.07,2.6,5.3396544,17.88,2.7,24.6,0.69,FALSE POSITIVE
0.0,0.0,-2.01622,-4.3,4.3,86.73,0.46,1,9.28,0.067,2.815e-05,-2.815e-05,0.069,-0.57,0.069,4.881358,1.5,0.07,8.3,0.07,FALSE POSITIVE
0.0,0.0,-0.5587,-3.2,3.2,88.2,0.16,1,11.68,1.1,7.204e-05,-7.204e-05,1.1,-0.09,1.3,5.8286924,1.15,0.85,12.7,1.0,FALSE POSITIVE
0.0,0.0,-0.16227,-2.5,2.5,87.2,0.3,1,7.64,0.42,1.676e-05,-1.676e-05,0.44,-0.18,0.42,4.2696514,1.12,0.39,27.3,0.47,FALSE POSITIVE
0.0,0.0,0.0,,,88.45,0.23,2,21.704685,0.52,,,0.55,-0.13,0.53,5.4563465,1.82,0.57,17.8,0.59,CONFIRMED
0.0,0.428,0.0,,,88.67,0.37,1,21.964872,0.76,,,0.91,-0.28,0.76,10.170058,1.37,0.76,2.5,0.91,FALSE POSITIVE
0.0,,-1.09225,-0.401,0.401,87.81,0.56,2,3.488,0.07,8.95e-07,-8.95e-07,0.069,-0.24,0.07,3.9666448,2.17,0.075,41.8,0.072,FALSE POSITIVE
0.0,0.0,-0.00772,-0.494,0.494,23.11,9.73,1,1.357,0.5,2.286e-06,-2.286e-06,0.25,-3.25,0.45,5.159596,30.04,0.49,124.0,0.24,FALSE POSITIVE
0.0,0.0,-0.52257,-2.8,2.8,74.29,12.53,2,5.61,0.38,3.395e-06,-3.395e-06,0.21,-4.18,0.35,3.5967438,49.84,0.4,27.6,0.22,FALSE POSITIVE
0.0,,-0.01881,-0.138,0.138,9.79,4.88,1,1.19,0.26,1.037e-06,-1.037e-06,0.25,-1.51,0.18,5.4620605,17.38,0.25,103.3,0.23,FALSE POSITIVE
0.0,0.0,-0.06711,-0.7,0.7,64.77,0.34,1,1.66,0.9,3.228e-06,-3.228e-06,0.52,-0.15,0.92,3.6065972,1.14,0.83,42.0,0.51,FALSE POSITIVE
0.0,0.369,-16.25277,-276.0,276.0,89.92,1.07,1,594.0,0.36,0.005469,-0.005469,0.16,-1.59,0.34,4.568829,4.11,0.31,12.5,0.17,FALSE POSITIVE
0.0,0.0,-0.06377,-1.5,1.5,81.71,0.31,1,4.16,0.23,3.228e-06,-3.228e-06,0.13,-0.19,0.22,3.6350913,1.1,0.24,27.3,0.15,FALSE POSITIVE
,,,,,,,1,,,,,,,,,,,,,FALSE POSITIVE
0.0,0.0,-0.51354,-1.0,1.0,77.8,0.33,1,3.06,0.082,2.78e-06,-2.78e-06,0.081,-0.49,0.085,4.025782,1.3,0.085,27.1,0.082,FALSE POSITIVE
0.0,0.0,-0.03335,-0.031,0.031,59.16,0.51,1,1.9239,0.079,9e-08,-9e-08,0.075,-0.52,0.076,9.777292,6.77,0.073,303.8,0.072,CANDIDATE
,,-15.75132,-9.2,9.2,89.95,0.68,1,132.26,,0.006215,-0.006215,,-0.18,,,1.91,,4.9,,FALSE POSITIVE
0.0,0.0,-1.19025,-7.3,7.3,89.98,0.28,1,40.96,0.69,0.0001866,-0.0001866,0.67,-0.39,0.67,8.249738,1.85,0.7,8.9,0.65,FALSE POSITIVE
0.181,0.001,-0.21606,-49.6,49.6,89.74,1.05,1,123.2,0.9,0.0688,-0.0688,0.86,-1.4,0.86,4.7657084,3.93,,11.9,,CANDIDATE
,0.0,-0.02079,-2.4,2.4,82.51,1.55,1,8.22,,9.462e-05,-9.462e-05,,-0.49,,14.530972,6.64,,29.7,,FALSE POSITIVE
,,-2e-05,-1.7,1.7,79.64,3.25,1,5.42,,0.00175,-0.00175,,-1.03,,,5.06,,19.2,,FALSE POSITIVE
0.002,0.0,-0.0259,-0.155,0.155,89.97,4.5,1,11.045,0.067,1.561e-06,-1.561e-06,0.068,-1.51,0.068,196.79228,19.04,0.067,639.3,0.07,FALSE POSITIVE
0.0,0.0,-14.94099,-53.0,53.0,86.54,80.95,1,140.2,0.068,3.463e-05,-3.463e-05,0.068,-43.78,0.068,219.40192,719.49,0.067,85.4,0.067,FALSE POSITIVE
0.0,0.0,-0.01587,-0.0558,0.0558,61.81,6.09,1,2.3163,0.067,3.3e-08,-3.3e-08,0.069,-4.97,0.069,426.0949,39.51,0.067,1227.6,0.068,FALSE POSITIVE
0.968,0.023,-0.3754,-32.0,32.0,89.19,0.38,1,64.2,0.13,0.0003914,-0.0003914,0.27,-0.19,0.27,10.569986,3.24,0.22,24.9,0.23,CONFIRMED
0.89,0.695,-5.6377,-38.0,38.0,89.04,9.68,1,76.3,0.18,9.427e-05,-9.427e-05,0.32,-3.23,0.22,7.8165855,32.16,0.18,20.9,0.32,CANDIDATE
0.0,0.0,-0.00555,-0.764,0.764,51.19,1.5,1,1.609,0.097,2.71e-06,-2.71e-06,0.081,-0.5,0.1,5.9116483,4.51,0.09,60.7,0.072,FALSE POSITIVE
0.0,0.0,-0.11631,-1.5,1.5,79.96,0.46,1,3.14,0.27,1.243e-05,-1.243e-05,0.33,-1.08,0.39,3.8324585,2.89,0.26,11.4,0.32,FALSE POSITIVE
0.0,0.0,-0.89156,-6.0,6.0,89.52,0.18,1,16.0,,3.463e-05,-3.463e-05,,-0.14,,5.2280936,1.26,,18.0,,FALSE POSITIVE
0.131,0.193,-1.91995,-3.5,3.5,89.93,0.0,1,35.91,1.7,0.00029,-0.00029,0.9,0.0,0.97,3.7063234,2.24,1.0,8.4,0.95,FALSE POSITIVE
0.0,,-0.00544,-0.589,0.589,17.56,8.44,1,1.243,0.47,2.262e-06,-2.262e-06,1.3,-4.54,1.2,20.558546,27.36,0.42,110.6,1.2,FALSE POSITIVE
0.854,0.222,-3.75217,-12.7,12.7,88.47,0.2,2,28.2,0.64,8.193e-05,-8.193e-05,0.94,-0.1,1.0,3.523154,1.25,0.55,9.7,0.86,CONFIRMED
0.0,,-0.0511,-0.133,0.133,89.39,0.56,1,3.57,0.17,1.388e-05,-1.388e-05,0.11,-0.19,0.15,5.158254,1.97,,36.0,,FALSE POSITIVE
0.0,0.0,-0.82227,-2.2,2.2,84.94,0.54,1,4.7,0.25,1.027e-06,-1.027e-06,0.28,-0.18,0.28,4.7339334,1.72,0.25,38.4,0.28,FALSE POSITIVE
0.0,0.0,-0.01965,-0.357,0.357,32.38,3.92,1,1.473,0.068,4.3e-07,-4.3e-07,0.069,-2.3,0.069,64.09577,28.06,0.069,244.1,0.068,FALSE POSITIVE
0.0,0.0,-4e-05,-0.54,0.54,27.12,13.65,1,1.4,0.087,2.585e-05,-2.585e-05,0.084,-34.1,0.084,6.501706,85.25,0.18,160.1,0.088,FALSE POSITIVE
0.188,0.005,-0.24601,-37.9,37.9,89.33,0.55,1,77.0,0.2,0.0003585,-0.0003585,0.33,-0.83,0.29,14.972062,3.71,0.23,48.2,0.32,FALSE POSITIVE
0.0,0.0,-0.00082,-0.433,0.433,18.85,5.18,1,1.292,0.067,2.038e-05,-2.038e-05,0.07,-1.73,0.069,58.813133,21.04,0.067,119.0,0.07,FALSE POSITIVE
1.0,,-0.03022,-0.0956,0.0956,79.15,2.41,1,4.8783,0.068,6.3e-08,-6.3e-08,0.067,-2.42,0.068,78.916046,13.43,0.18,1109.7,0.19,CONFIRMED
0.0,0.0,-0.0125,-5.0,5.0,84.44,0.99,1,9.94,0.12,4.015e-05,-4.015e-05,0.24,-0.39,0.13,5.0891466,3.12,0.12,27.4,0.24,FALSE POSITIVE
0.0,0.0,-0.18425,-3.0,3.0,89.29,16.97,1,94.71,0.081,9.631e-06,-9.631e-06,0.071,-5.64,0.082,164.7507,50.33,0.07,488.5,0.068,FALSE POSITIVE
0.981,0.199,-0.15517,-1.1,1.1,64.35,0.46,1,2.27,0.46,4.108e-06,-4.108e-06,0.6,-0.19,0.53,3.2119784,1.75,0.41,14.2,0.61,CANDIDATE
,,,,,,,1,,,,,,,,,,,,,FALSE POSITIVE
0.0,0.0,-4.73304,-4.4,4.4,86.56,0.46,1,9.82,0.27,8.421e-06,-8.421e-06,0.44,-0.15,0.34,3.2981899,1.31,0.3,11.7,0.49,FALSE POSITIVE
0.984,0.533,-5.78164,-5.5,5.5,89.93,0.13,5,90.33,5.1,0.0002289,-0.0002289,4.5,-0.16,5.1,4.240604,1.06,5.1,13.3,4.5,CONFIRMED
,,-2.26444,-0.421,0.421,83.08,0.4,1,2.542,,3.27e-07,-3.27e-07,,-0.09,,,1.16,,29.3,,FALSE POSITIVE
0.0,0.0,-5.24916,-1.4,1.4,87.06,0.52,1,7.42,0.14,2.341e-06,-2.341e-06,0.19,-0.18,0.15,4.333052,1.53,0.51,18.7,0.36,FALSE POSITIVE
1.0,0.336,-2.5188,-0.796,0.796,88.93,0.14,1,7.348,1.3,6.947e-06,-6.947e-06,0.87,-0.06,1.4,3.539237,0.85,1.2,12.6,1.0,CANDIDATE
1.0,0.008,-26.81203,-12.2,12.2,89.95,0.0,2,59.2,0.28,3.364e-05,-3.364e-05,0.15,0.0,0.25,3.7267683,0.49,0.16,9.6,0.16,CONFIRMED
,,,,,,,1,,,,,,,,,,,,,FALSE POSITIVE
,,,,,,,1,,,,,,,,,,,,,FALSE POSITIVE
,,,,,,,1,,,,,,,,,,,,,FALSE POSITIVE
0.999,0.045,-0.2239,-4.9,4.9,88.84,0.25,7,16.94,0.45,2.988e-05,-2.988e-05,0.31,-0.2,0.45,3.9980712,1.53,0.58,22.7,0.51,CONFIRMED
0.916,0.644,-0.49191,-1.0,1.0,89.36,0.21,7,14.03,0.37,4.701e-05,-4.701e-05,0.35,-0.17,0.42,4.745033,1.29,0.39,19.2,0.33,CONFIRMED
0.0,0.0,-0.00763,-0.882,0.882,45.94,10.19,1,1.786,0.074,2.96e-07,-2.96e-07,0.081,-3.65,0.081,5.894661,33.18,0.083,151.7,0.086,FALSE POSITIVE
0.0,0.0,-3.35322,-3.0,3.0,87.58,0.17,1,7.77,0.097,1.987e-06,-1.987e-06,0.13,-0.1,0.097,3.702674,1.34,0.087,23.0,0.1,FALSE POSITIVE
,,,,,,,1,,,,,,,,,,,,,FALSE POSITIVE
0.0,0.0,-0.34306,-1.1,1.1,83.02,0.25,1,3.19,0.41,2.718e-06,-2.718e-06,0.42,-0.08,0.52,4.238458,0.82,0.39,21.7,0.4,FALSE POSITIVE
0.0,0.013,-1.95305,-1.7,1.7,89.92,0.09,1,4.04,0.2,3.33e-07,-3.33e-07,0.25,-0.07,0.21,3.8785238,0.82,0.23,29.3,0.29,FALSE POSITIVE
0.999,0.165,-1.39817,-2.1,2.1,77.61,0.33,1,4.14,0.27,1.284e-06,-1.284e-06,0.33,-0.2,0.33,3.594078,1.11,0.39,17.9,0.33,CANDIDATE
0.133,0.0,-0.02796,-0.817,0.817,62.54,0.56,1,1.757,0.1,1.48e-06,-1.48e-06,0.11,-0.23,0.1,3.2921293,1.75,0.1,25.0,0.11,FALSE POSITIVE
,,-1.86314,-1.4,1.4,89.95,0.59,2,21.42,,1.377e-05,-1.377e-05,,-0.11,,,1.41,,21.2,,FALSE POSITIVE
,,,,,,,2,,,,,,,,,,,,,FALSE POSITIVE
,,-2.39057,-35.9,35.9,89.95,0.84,2,106.2,,0.002406,-0.002406,,-0.57,,,1.36,,7.6,,FALSE POSITIVE
1.0,0.0,-7.64021,-7.2,7.2,89.53,1.12,3,29.97,0.17,2.123e-05,-2.123e-05,0.19,-0.34,0.19,4.2797914,2.17,0.17,16.7,0.21,CANDIDATE
,,,,,,,3,,,,,,,,,,,,,FALSE POSITIVE
,,,,,,,3,,,,,,,,,,,,,FALSE POSITIVE
,,,,,,,2,,,,,,,,,,,,,FALSE POSITIVE
,,-15.27464,-0.555,0.555,88.81,0.79,2,34.338,,0.0001085,-0.0001085,,-0.13,,,1.69,,5.5,,FALSE POSITIVE
0.952,0.207,-0.9832,-5.6,5.6,88.83,0.06,2,20.07,0.76,6.315e-05,-6.315e-05,0.94,-0.05,0.98,3.5794494,0.53,0.82,10.9,1.0,CANDIDATE
,,,,,,,2,,,,,,,,,,,,,FALSE POSITIVE
1.0,0.0,-0.02094,-13.8,13.8,88.18,0.16,2,28.2,0.19,0.0001311,-0.0001311,0.11,-0.07,0.16,6.64791,2.26,0.38,34.2,0.36,CONFIRMED
0.991,0.016,-0.51343,-9.5,9.5,89.65,0.99,2,143.36,0.3,0.001795,-0.001795,0.17,-1.22,0.3,32.993294,6.36,0.33,53.5,0.16,CONFIRMED
,,,,,,,1,,,,,,,,,,,,,FALSE POSITIVE
0.0,0.0,-1.02063,-5.6,5.6,85.56,0.44,1,11.25,0.081,1.554e-05,-1.554e-05,0.069,-0.29,0.08,3.8524215,1.62,0.076,17.0,0.068,FALSE POSITIVE
,,-0.23744,-8.9,8.9,89.95,0.31,1,38.22,,0.004154,-0.004154,,-0.08,,,0.98,,9.3,,FALSE POSITIVE
0.0,0.0,-0.00575,-0.0457,0.0457,43.5,1.57,1,1.4018,0.079,6e-08,-6e-08,0.074,-0.53,0.074,5.341758,6.69,0.077,304.4,0.074,FALSE POSITIVE
0.0,0.0,-0.09026,-1.3,1.3,81.3,0.38,1,3.45,0.24,3.275e-06,-3.275e-06,0.4,-0.12,0.4,3.8823009,1.14,0.24,22.1,0.36,FALSE POSITIVE
0.0,0.014,-10.7693,-3.0,3.0,84.2,0.18,1,6.45,1.0,2.116e-06,-2.116e-06,1.1,-0.13,0.95,3.1867714,1.29,,14.5,,FALSE POSITIVE
0.908,0.006,-1.31418,-4.2,4.2,89.77,0.03,1,14.57,0.71,3.836e-05,-3.836e-05,0.81,-0.04,0.86,3.5822954,0.76,0.67,11.7,0.73,CANDIDATE
,0.002,-0.2536,-0.226,0.226,88.24,0.35,1,2.264,,2.5e-06,-2.5e-06,,-0.09,,6.332258,0.82,,21.2,,FALSE POSITIVE
0.0,0.0,-0.8207,-0.894,0.894,81.32,0.05,1,2.971,0.067,5.69e-07,-5.69e-07,0.069,-0.07,0.067,3.7392821,0.58,0.079,33.3,0.068,FALSE POSITIVE
,,,,,,,1,,,,,,,,,,,,,FALSE POSITIVE
0.0,0.0,-0.05406,-0.922,0.922,47.81,10.5,1,1.883,0.072,2.06e-07,-2.06e-07,0.072,-3.5,0.072,4.207867,32.44,0.084,146.7,0.073,FALSE POSITIVE
0.0,0.0,-0.08175,-0.971,0.971,59.62,0.63,1,1.956,0.16,6.06e-07,-6.06e-07,0.13,-0.46,0.18,4.7272296,4.09,0.18,58.9,0.17,FALSE POSITIVE
0.256,0.0,-0.16789,-0.725,0.725,81.27,0.36,1,2.875,0.77,7.724e-06,-7.724e-06,0.53,-0.12,0.86,3.7227201,1.1,0.82,18.8,0.6,FALSE POSITIVE
0.986,0.746,-2.37102,-1.1,1.1,87.31,0.15,1,4.99,0.4,3.289e-06,-3.289e-06,0.3,-0.13,0.32,3.3957922,1.04,0.43,13.6,0.37,CONFIRMED
0.001,0.0,-2.90276,-0.644,0.644,88.58,0.35,1,5.373,0.089,1.822e-06,-1.822e-06,0.099,-0.15,0.1,3.4854038,1.16,0.089,18.9,0.094,FALSE POSITIVE
,,-0.20889,-0.785,0.785,82.51,0.34,1,1.944,,4.016e-06,-4.016e-06,,-0.7,,,1.49,,12.4,,FALSE POSITIVE
0.022,0.0,-0.54944,-0.851,0.851,62.79,0.73,1,1.881,0.074,2.77e-07,-2.77e-07,0.077,-0.24,0.077,3.6170392,2.25,0.076,53.8,0.082,FALSE POSITIVE
,,,,,,,1,,,,,,,,,,,,,FALSE POSITIVE
0.0,0.0,-1.07987,-0.924,0.924,82.56,0.13,1,3.543,3.7,1.825e-06,-1.825e-06,3.5,-0.06,3.6,3.5740936,1.03,3.7,18.3,3.5,FALSE POSITIVE
0.0,0.0,-3.61632,-2.0,2.0,89.35,0.25,1,5.96,0.13,2.344e-06,-2.344e-06,0.12,-0.07,0.13,3.7525814,0.9,0.12,17.0,0.11,FALSE POSITIVE
,,,,,,,1,,,,,,,,,,,,,FALSE POSITIVE
1.0,0.052,-2.04272,-5.9,5.9,86.6,0.12,2,12.68,0.33,2.002e-05,-2.002e-05,0.99,-0.13,0.8,3.857763,1.64,0.32,11.9,1.1,CONFIRMED
0.971,0.075,-0.34375,-1.7,1.7,89.98,0.43,7,77.89,0.42,0.0005466,-0.0005466,0.32,-0.35,0.43,9.047234,2.62,0.43,34.4,0.32,CONFIRMED
,,,,,,,1,,,,,,,,,,,,,FALSE POSITIVE
,,,,,,,1,,,,,,,,,,,,,FALSE POSITIVE
1.0,0.002,-22.58694,-13.4,13.4,89.48,0.08,1,35.8,0.27,1.039e-05,-1.039e-05,0.37,-0.07,0.34,3.304321,1.33,0.26,18.0,0.31,CONFIRMED
0.941,0.15,-0.02955,-5.7,5.7,87.74,0.13,1,13.28,0.29,0.0001784,-0.0001784,0.43,-0.09,0.4,4.001038,0.72,0.29,17.2,0.43,CONFIRMED
0.0,,-0.84728,-1.3,1.3,83.93,0.31,1,4.88,0.1,2.006e-06,-2.006e-06,0.11,-0.47,0.1,14.964119,1.54,0.1,21.7,0.1,FALSE POSITIVE
,,-10.53836,-6.5,6.5,89.95,0.1,1,39.84,,0.0001359,-0.0001359,,-0.21,,,0.61,,6.1,,CANDIDATE
,,-4.02539,-12.9,12.9,89.95,0.51,1,43.1,,0.0008264,-0.0008264,,-0.57,,,1.21,,6.6,,FALSE POSITIVE
0.0,0.519,-0.06952,-1.3,1.3,63.2,14.86,1,2.58,0.14,6.44e-07,-6.44e-07,0.16,-34.65,0.15,5.005579,80.25,0.13,73.2,0.15,FALSE POSITIVE
0.989,0.37,-0.00311,-2.3,2.3,74.91,6.68,2,4.57,0.2,0.0001053,-0.0001053,0.28,-2.38,0.26,5.075321,22.29,0.21,22.6,0.3,CONFIRMED
0.999,0.027,-3.12079,-0.15,0.15,89.64,0.14,2,10.402,0.2,6.768e-06,-6.768e-06,0.13,-0.17,0.19,4.6179905,1.4,0.17,26.7,0.1,CONFIRMED
0.976,0.0,-0.31701,-7.3,7.3,87.79,0.11,2,16.06,0.47,8.603e-05,-8.603e-05,0.65,-0.11,0.67,3.403034,1.46,0.54,10.3,0.67,CANDIDATE
1.0,0.022,-0.00773,-5.6,5.6,85.14,0.41,3,11.37,0.39,0.0003421,-0.0003421,0.32,-0.36,0.33,6.0849338,2.44,0.39,26.2,0.32,CONFIRMED
1.0,0.674,-1.49379,-0.573,0.573,88.69,0.21,2,4.024,0.2,1.922e-06,-1.922e-06,0.22,-0.13,0.21,3.8695772,0.91,0.25,17.6,0.13,CONFIRMED
0.0,0.0,-0.18149,-1.6,1.6,88.62,0.25,1,3.72,0.97,3.821e-05,-3.821e-05,0.75,-0.08,0.98,3.2009966,0.86,0.97,9.6,0.72,FALSE POSITIVE
,0.07,-73.18165,-78.9,78.9,89.95,1.45,1,185.6,0.78,0.0003891,-0.0003891,0.96,-0.32,1.0,,2.38,0.75,6.6,0.93,FALSE POSITIVE
0.999,0.068,-0.11497,-6.3,6.3,89.44,0.39,1,26.5,0.9,0.002007,-0.002007,0.87,-0.12,0.88,3.6597404,1.33,0.92,9.8,0.87,CANDIDATE
1.0,0.0,-10.01986,-15.0,15.0,89.85,1.39,1,84.9,0.26,0.0002533,-0.0002533,0.79,-1.13,0.79,2.9195333,2.19,0.29,10.2,0.84,FALSE POSITIVE
,0.0,-24.01511,-54.0,54.0,89.95,0.6,1,109.1,0.86,0.0004723,-0.0004723,1.1,-0.13,0.96,,1.47,0.94,6.2,0.99,FALSE POSITIVE
0.0,,-0.00116,-0.413,0.413,23.14,5.23,1,1.1,0.068,3.196e-06,-3.196e-06,0.069,-8.49,0.069,4.5795293,37.61,0.07,35.3,0.067,FALSE POSITIVE
,0.045,-166.05737,-496.0,496.0,89.95,0.08,1,1175.0,1.0,0.01025,-0.01025,1.6,-0.1,1.6,,0.9,1.1,6.5,1.6,FALSE POSITIVE
,0.019,,,,,,1,,0.93,,,1.2,,1.1,,,0.86,,1.3,FALSE POSITIVE
0.953,0.153,-0.16554,-2.7,2.7,89.96,0.89,1,137.52,0.073,0.001044,-0.001044,0.18,-0.42,0.17,36.44919,7.57,0.074,64.0,0.19,CANDIDATE
0.0,0.001,-0.00286,-0.816,0.816,80.36,0.23,1,2.918,0.56,0.0001786,-0.0001786,0.87,-0.08,0.91,3.939656,0.75,0.56,19.2,0.87,FALSE POSITIVE
0.0,0.001,-0.0003,-0.598,0.598,23.19,2.39,1,1.246,0.58,0.0001025,-0.0001025,0.71,-0.95,0.82,5.171734,12.68,0.62,25.1,0.73,FALSE POSITIVE
0.325,0.301,-12.32532,-82.2,82.2,90.0,0.3,1,172.4,0.67,0.0006725,-0.0006725,0.59,-0.45,0.59,3.832868,1.59,0.46,9.0,0.59,CANDIDATE
0.0,0.0,-0.05737,-0.262,0.262,89.93,0.33,1,3.624,2.3,0.001038,-0.001038,2.5,-0.26,2.4,2.6757977,1.16,2.4,9.0,2.4,CANDIDATE
0.193,0.494,-1.51354,-58.5,58.5,89.97,0.28,1,210.1,0.19,0.00618,-0.00618,1.5,-0.16,1.5,5.1141667,2.0,0.28,12.0,1.9,CANDIDATE
,0.79,-0.01792,-114.0,114.0,89.95,1.09,1,255.0,0.76,0.01429,-0.01429,0.33,-5.73,0.73,,20.5,0.77,15.7,0.31,FALSE POSITIVE
0.996,0.024,-2.14766,-133.0,133.0,89.89,1.15,1,335.0,0.075,0.0007882,-0.0007882,0.078,-0.62,0.078,46.263485,7.22,0.07,76.0,0.095,CANDIDATE
0.765,0.002,-2.64211,-13.1,13.1,89.99,0.32,1,132.8,0.71,0.00234,-0.00234,0.48,-0.23,0.68,4.585,1.95,0.67,9.4,0.5,CANDIDATE
,0.0,-1.10622,-19.6,19.6,88.81,0.78,2,40.3,0.13,0.0002852,-0.0002852,0.1,-0.18,0.11,5.538273,1.84,0.14,12.0,0.11,FALSE POSITIVE
0.0,0.0,-0.12327,-53.6,53.6,89.51,1.18,2,107.8,0.22,0.01282,-0.01282,0.13,-0.42,0.18,7.48391,4.02,0.23,11.8,0.15,FALSE POSITIVE
,0.0,-0.1631,-9.4,9.4,88.24,0.11,1,21.65,0.067,0.000551,-0.000551,0.078,-0.14,0.077,,0.74,0.078,15.4,0.086,FALSE POSITIVE
0.0,0.0,-0.00124,-2.3,2.3,74.57,9.07,1,4.64,0.078,0.0003362,-0.0003362,0.074,-3.87,0.077,3.6204839,31.25,0.095,10.8,0.074,FALSE POSITIVE
0.854,0.855,-0.29055,-10.9,10.9,88.43,0.44,1,25.9,0.6,0.0005213,-0.0005213,0.64,-0.23,0.61,3.114894,1.42,0.56,11.3,0.62,CANDIDATE
0.998,0.0,-0.0188,-8.7,8.7,86.86,1.64,1,17.54,0.4,0.0004098,-0.0004098,0.32,-1.47,0.41,4.279552,2.97,0.37,13.2,0.3,CONFIRMED
,0.097,-5.90659,-218.0,218.0,89.95,1.3,1,476.0,1.0,0.01427,-0.01427,1.8,-0.3,1.7,,2.61,1.0,8.5,1.9,CANDIDATE
,0.006,,,,,,1,,1.8,,,1.1,,1.1,,,1.8,,1.1,FALSE POSITIVE
0.0,0.0,-5.55762,-4.0,4.0,87.0,1.02,1,8.36,0.078,5.22e-07,-5.22e-07,0.073,-0.43,0.078,4.801249,3.39,0.073,136.4,0.077,FALSE POSITIVE
,0.073,-44.37501,-118.0,118.0,89.95,4.12,1,360.0,0.52,0.00219,-0.00219,1.1,-1.26,1.2,,5.52,0.51,8.0,0.99,CANDIDATE
