toi,toipfx,st_tmag,st_dist,st_disterr1,st_disterr2,st_pmdecerr2,st_pmdecerr1,tfopwg_disp
4839.01,4839,12.3907,,,,-2.161,2.161,PC
484.01,484,11.6888,149.953,0.952,-0.952,-0.061,0.061,FP
4840.01,4840,12.2896,502.28,6.543,-6.543,-0.064,0.064,FP
4841.01,4841,12.7964,355.116,6.0045,-6.0045,-0.071,0.071,PC
4842.01,4842,11.8379,696.792,15.8765,-15.8765,-0.05,0.05,PC
4843.01,4843,12.403,846.607,20.6085,-20.6085,-0.04,0.04,PC
4844.01,4844,12.5368,686.445,11.66,-11.66,-0.044,0.044,PC
4845.01,4845,12.749,850.137,33.296,-33.296,-0.053,0.053,PC
4846.01,4846,13.0246,282.469,1.3195,-1.3195,-0.029,0.029,FP
4847.01,4847,12.3056,,,,-2.109,2.109,PC
4848.01,4848,13.0971,1097.3,19.685,-19.685,-0.032,0.032,PC
4849.01,4849,12.5874,483.182,5.009,-5.009,-0.037,0.037,FP
485.01,485,9.9955,282.205,3.579,-3.579,-0.071,0.071,FP
4850.01,4850,12.8901,643.481,12.0355,-12.0355,-0.045,0.045,PC
4851.01,4851,9.4051,125.772,0.4755,-0.4755,-0.047,0.047,PC
4852.01,4852,11.8422,603.347,10.71,-10.71,-0.049,0.049,PC
4853.01,4853,13.2181,428.288,4.073,-4.073,-0.033,0.033,PC
4854.01,4854,13.2372,722.239,12.685,-12.685,-0.04,0.04,PC
4855.01,4855,12.9514,1198.79,34.445,-34.445,-0.038,0.038,PC
4856.01,4856,14.379,119.474,0.9925,-0.9925,-0.059,0.059,FP
4857.01,4857,13.1051,849.5,13.8315,-13.8315,-0.034,0.034,PC
4858.01,4858,14.8083,193.977,2.033,-2.033,-0.092,0.092,FP
4859.01,4859,13.1012,434.224,4.4815,-4.4815,-0.023,0.023,PC
486.01,486,9.36854,15.2142,0.00715,-0.00715,-0.068,0.068,CP
4860.01,4860,13.7726,80.1423,0.643,-0.643,-0.165,0.165,CP
4861.01,4861,12.3349,946.232,32.565,-32.565,-0.072,0.072,PC
4862.01,4862,11.6707,238.377,2.4135,-2.4135,-0.04,0.04,CP
4863.01,4863,14.667,184.734,2.7565,-2.7565,-0.089,0.089,PC
4864.01,4864,13.0585,672.022,8.988,-8.988,-0.036,0.036,PC
4865.01,4865,13.4804,803.063,32.2745,-32.2745,-0.059,0.059,APC
4866.01,4866,13.157,839.783,12.012,-12.012,-0.026,0.026,PC
4867.01,4867,12.959,948.787,14.5805,-14.5805,-0.026,0.026,PC
4868.01,4868,12.8007,,,,-2.935,2.935,PC
4869.01,4869,12.3918,536.765,,,,,PC
487.01,487,9.8542,,,,,,PC
487.02,487,9.8542,,,,,,PC
4870.01,4870,13.353,643.517,9.049,-9.049,-0.037,0.037,PC
4871.01,4871,12.7595,853.761,27.1295,-27.1295,-0.059,0.059,PC
4872.01,4872,12.6425,1670.56,68.065,-68.065,-0.037,0.037,PC
4873.01,4873,12.6116,516.417,7.721,-7.721,-0.036,0.036,APC
4874.01,4874,13.1088,1605.92,51.76,-51.76,-0.039,0.039,PC
4875.01,4875,12.5502,651.686,10.6665,-10.6665,-0.038,0.038,PC
4876.01,4876,12.5386,810.688,,,-1.185,1.185,PC
4877.01,4877,12.2316,713.47,14.5485,-14.5485,-0.047,0.047,PC
4878.01,4878,13.4358,720.203,21.885,-21.885,-0.084,0.084,PC
4879.01,4879,13.3342,1071.24,36.41,-36.41,-0.061,0.061,PC
488.01,488,11.1972,27.3644,0.0376,-0.0376,-0.048,0.048,CP
4880.01,4880,12.8382,717.786,13.859,-13.859,-0.054,0.054,PC
4881.01,4881,13.2953,977.09,15.3075,-15.3075,-0.03,0.03,PC
4882.01,4882,11.2673,408.748,4.814,-4.814,-0.04,0.04,PC
4883.01,4883,12.9582,907.699,17.035,-17.035,-0.03,0.03,PC
4884.01,4884,13.351,1102.0,,,-3.059,3.059,PC
4885.01,4885,13.3328,691.779,,,-4.554,4.554,PC
4886.01,4886,12.9004,997.825,17.9015,-17.9015,-0.03,0.03,FP
4887.01,4887,12.6039,983.925,19.206,-19.206,-0.033,0.033,PC
4888.01,4888,12.0728,595.898,9.0255,-9.0255,-0.047,0.047,PC
4889.01,4889,12.6063,,,,,,PC
489.01,489,11.8997,506.965,12.872,-12.872,-0.052,0.052,KP
4890.01,4890,11.6042,575.512,10.093,-10.093,-0.045,0.045,PC
4891.01,4891,12.8844,1393.25,,,-2.958,2.958,PC
4892.01,4892,13.2078,849.685,26.4825,-26.4825,-0.061,0.061,PC
4893.01,4893,12.6087,,,,-3.004,3.004,PC
4894.01,4894,13.4175,1092.05,,,-3.588,3.588,PC
4895.01,4895,12.1122,638.197,10.9955,-10.9955,-0.045,0.045,PC
4896.01,4896,12.554,837.932,16.8435,-16.8435,-0.038,0.038,PC
4897.01,4897,13.1546,781.614,11.825,-11.825,-0.025,0.025,PC
4898.01,4898,11.9277,98.5958,0.3946,-0.3946,-0.061,0.061,PC
4899.01,4899,12.4218,951.545,20.172,-20.172,-0.044,0.044,PC
490.01,490,9.93908,213.985,2.195,-2.195,-0.058,0.058,KP
4900.01,4900,13.1119,1026.01,38.8435,-38.8435,-0.051,0.051,PC
4901.01,4901,12.5306,454.749,5.9535,-5.9535,-0.035,0.035,PC
4902.01,4902,12.8989,727.548,8.3025,-8.3025,-0.026,0.026,FP
4903.01,4903,12.3934,854.029,19.4445,-19.4445,-0.047,0.047,PC
4904.01,4904,12.5927,1470.83,73.74,-73.74,-0.047,0.047,PC
4905.01,4905,12.6595,852.832,,,-2.994,2.994,PC
4906.01,4906,13.3678,708.385,8.2385,-8.2385,-0.028,0.028,PC
4907.01,4907,12.9489,604.385,,,,,PC
4908.01,4908,13.2223,1076.25,20.88,-20.88,-0.035,0.035,PC
4909.01,4909,10.609,341.382,,,-1.6,1.6,PC
491.01,491,12.7656,528.825,7.483,-7.483,-0.032,0.032,KP
4910.01,4910,13.467,544.636,7.157,-7.157,-0.034,0.034,PC
4911.01,4911,12.7706,999.139,17.896,-17.896,-0.03,0.03,PC
4912.01,4912,13.346,508.676,8.056,-8.056,-0.045,0.045,PC
4913.01,4913,12.3375,203.601,1.146,-1.146,-0.02,0.02,PC
4914.01,4914,11.6629,299.89,3.4375,-3.4375,-0.057,0.057,CP
4915.01,4915,11.7211,2147.14,136.93,-136.93,-0.048,0.048,PC
4916.01,4916,12.1137,647.595,14.7305,-14.7305,-0.037,0.037,KP
4917.01,4917,11.1646,364.963,4.4185,-4.4185,-0.043,0.043,PC
4918.01,4918,12.0272,465.792,8.4955,-8.4955,-0.061,0.061,PC
4919.01,4919,12.9098,804.907,15.1725,-15.1725,-0.033,0.033,PC
492.01,492,11.3155,515.458,16.1965,-16.1965,-0.049,0.049,KP
4920.01,4920,12.8127,832.199,17.5885,-17.5885,-0.045,0.045,PC
4921.01,4921,12.1004,677.488,,,-1.173,1.173,PC
4922.01,4922,12.798,610.158,,,-2.944,2.944,PC
4923.01,4923,12.2607,469.545,4.084,-4.084,-0.037,0.037,PC
4924.01,4924,13.0029,1196.03,59.61,-59.61,-0.056,0.056,PC
4925.01,4925,13.484,883.572,13.9605,-13.9605,-0.03,0.03,PC
4926.01,4926,12.29,880.334,21.156,-21.156,-0.045,0.045,PC
4927.01,4927,13.1571,1080.6,18.575,-18.575,-0.03,0.03,PC
4928.01,4928,11.3943,686.164,14.454,-14.454,-0.042,0.042,PC
4929.01,4929,13.405,494.931,13.0535,-13.0535,-0.145,0.145,PC
493.01,493,11.4479,107.355,0.467,-0.467,-0.044,0.044,PC
4930.01,4930,12.0678,413.757,41.4235,-41.4235,-0.566,0.566,PC
4931.01,4931,12.129,330.511,,,-1.259,1.259,PC
4932.01,4932,12.5116,777.484,39.056,-39.056,-0.045,0.045,PC
4933.01,4933,12.7116,1187.08,,,-3.025,3.025,PC
4934.01,4934,12.6554,824.376,21.544,-21.544,-0.088,0.088,FP
4935.01,4935,11.5845,458.015,,,-4.2,4.2,PC
4936.01,4936,13.0936,956.723,23.049,-23.049,-0.024,0.024,PC
4937.01,4937,12.4864,1030.16,63.256,-63.256,-0.131,0.131,PC
4938.01,4938,12.4741,377.703,3.6995,-3.6995,-0.043,0.043,PC
4939.01,4939,12.1624,972.238,,,-1.497,1.497,PC
494.01,494,10.0854,89.9559,0.375,-0.375,-0.052,0.052,PC
4940.01,4940,11.8153,345.659,3.619,-3.619,-0.057,0.057,PC
4941.01,4941,13.1014,259.563,2.4025,-2.4025,-0.038,0.038,PC
4942.01,4942,12.5098,562.338,13.5725,-13.5725,-0.046,0.046,PC
4943.01,4943,12.998,,,,,,PC
4944.01,4944,13.0161,454.335,8.326,-8.326,-0.061,0.061,PC
4945.01,4945,13.184,650.297,13.44,-13.44,-0.071,0.071,PC
4946.01,4946,12.1164,664.284,14.649,-14.649,-0.049,0.049,FP
4947.01,4947,11.5362,607.38,12.3125,-12.3125,-0.042,0.042,PC
4948.01,4948,13.164,608.062,11.6295,-11.6295,-0.048,0.048,PC
4949.01,4949,12.4171,718.588,18.167,-18.167,-0.056,0.056,PC
495.01,495,10.056,269.898,1.571,-1.571,-0.042,0.042,KP
4950.01,4950,11.997,776.949,34.915,-34.915,-0.117,0.117,PC
4951.01,4951,11.8412,585.603,10.9545,-10.9545,-0.045,0.045,PC
4952.01,4952,12.547,880.962,17.435,-17.435,-0.035,0.035,PC
4953.01,4953,13.4571,1022.81,26.475,-26.475,-0.028,0.028,PC
4954.01,4954,12.69,886.651,22.235,-22.235,-0.045,0.045,PC
4955.01,4955,13.3356,367.517,4.6855,-4.6855,-0.048,0.048,PC
4956.01,4956,13.3624,572.058,12.6855,-12.6855,-0.043,0.043,PC
4957.01,4957,11.9955,914.534,43.7285,-43.7285,-0.056,0.056,PC
4958.01,4958,10.7546,477.519,8.437,-8.437,-0.066,0.066,PC
4959.01,4959,13.3895,911.483,50.2545,-50.2545,-0.077,0.077,PC
496.01,496,12.33,791.384,29.483,-29.483,-0.052,0.052,APC
4960.01,4960,10.7133,520.445,10.0425,-10.0425,-0.052,0.052,PC
4961.01,4961,11.6602,213.073,1.3625,-1.3625,-0.042,0.042,PC
4962.01,4962,12.6445,1175.45,,,-1.118,1.118,PC
4963.01,4963,13.1009,,,,-2.969,2.969,PC
4964.01,4964,13.2364,760.606,12.1755,-12.1755,-0.027,0.027,FP
4965.01,4965,11.4543,484.805,10.6155,-10.6155,-0.077,0.077,PC
4966.01,4966,11.9852,738.075,13.3155,-13.3155,-0.038,0.038,PC
4967.01,4967,13.2313,821.066,18.8305,-18.8305,-0.05,0.05,PC
4968.01,4968,12.5808,781.768,16.423,-16.423,-0.031,0.031,PC
4969.01,4969,12.8132,1019.68,23.788,-23.788,-0.033,0.033,PC
497.01,497,13.2312,56.336,0.1543,-0.1543,-0.09,0.09,FP
4970.01,4970,12.365,583.541,12.8625,-12.8625,-0.06,0.06,PC
4971.01,4971,11.9736,,,,,,PC
4972.01,4972,13.1773,677.826,11.296,-11.296,-0.032,0.032,PC
4973.01,4973,10.7271,178.064,0.7605,-0.7605,-0.039,0.039,PC
4974.01,4974,12.7126,782.916,,,-1.178,1.178,PC
4975.01,4975,12.967,612.156,,,-3.088,3.088,PC
4976.01,4976,13.3665,802.781,19.0945,-19.0945,-0.065,0.065,PC
4977.01,4977,12.5156,294.629,3.632,-3.632,-0.03,0.03,PC
4978.01,4978,12.2913,719.916,61.885,-61.885,-0.183,0.183,PC
4979.01,4979,10.5895,182.678,1.042,-1.042,-0.044,0.044,PC
498.01,498,9.58094,188.364,1.443,-1.443,-0.058,0.058,APC
4980.01,4980,12.9331,,,,-3.387,3.387,PC
4981.01,4981,12.4813,505.695,5.3265,-5.3265,-0.045,0.045,PC
4982.01,4982,13.3495,1068.73,20.95,-20.95,-0.033,0.033,PC
4983.01,4983,13.01,1403.22,,,,,PC
4984.01,4984,12.4373,1211.61,,,,,PC
4985.01,4985,13.3162,1421.29,57.345,-57.345,-0.047,0.047,FP
4986.01,4986,12.8742,1259.59,86.49,-86.49,-0.067,0.067,PC
4987.01,4987,10.6311,589.423,16.164,-16.164,-0.087,0.087,CP
4988.01,4988,14.881,446.614,7.3195,-7.3195,-0.066,0.066,PC
4989.01,4989,13.0413,936.608,22.144,-22.144,-0.029,0.029,PC
499.01,499,10.1374,158.659,0.7455,-0.7455,-0.054,0.054,APC
4990.01,4990,12.9123,697.681,9.8965,-9.8965,-0.028,0.028,PC
4991.01,4991,14.6594,343.755,7.594,-7.594,-0.071,0.071,PC
4992.01,4992,13.1812,1150.11,24.245,-24.245,-0.025,0.025,PC
4993.01,4993,12.782,888.672,17.817,-17.817,-0.03,0.03,PC
4994.01,4994,11.9545,329.304,2.4985,-2.4985,-0.043,0.043,CP
4995.01,4995,11.8014,639.661,9.3675,-9.3675,-0.035,0.035,PC
4996.01,4996,12.7523,1058.39,16.97,-16.97,-0.028,0.028,PC
4997.01,4997,11.1281,,,,,,PC
4998.01,4998,11.2723,352.331,4.53,-4.53,-0.074,0.074,PC
4999.01,4999,10.8235,368.89,5.7405,-5.7405,-0.06,0.06,PC
500.01,500,9.4022,47.3924,0.0473,-0.0473,-0.037,0.037,CP
5000.01,5000,12.6702,470.92,,,-2.166,2.166,PC
5000.02,5000,12.6702,470.92,,,-2.166,2.166,PC
5001.01,5001,12.1641,632.346,22.88,-22.88,-0.058,0.058,PC
5002.01,5002,13.4479,847.863,16.452,-16.452,-0.031,0.031,PC
5003.01,5003,11.8406,404.148,5.5625,-5.5625,-0.042,0.042,PC
5004.01,5004,13.0071,446.494,3.801,-3.801,-0.032,0.032,PC
5005.01,5005,11.13,207.891,1.978,-1.978,-0.062,0.062,CP
5006.01,5006,11.9055,1340.01,54.355,-54.355,-0.05,0.05,PC
5007.01,5007,13.6366,203.352,1.235,-1.235,-0.048,0.048,CP
5008.01,5008,12.9499,379.594,5.9475,-5.9475,-0.043,0.043,PC
5009.01,5009,11.9032,1324.39,82.64,-82.64,-0.063,0.063,PC
501.01,501,10.3887,250.121,1.539,-1.539,-0.042,0.042,KP
5010.01,5010,14.6681,420.252,5.551,-5.551,-0.054,0.054,PC
5011.01,5011,13.4962,288.015,1.4225,-1.4225,-0.028,0.028,PC
5012.01,5012,11.4302,729.115,25.8505,-25.8505,-0.062,0.062,PC
5013.01,5013,12.7482,1224.74,19.89,-19.89,-0.025,0.025,PC
5014.01,5014,12.4073,677.476,13.071,-13.071,-0.041,0.041,PC
5015.01,5015,12.491,637.121,11.521,-11.521,-0.034,0.034,PC
5016.01,5016,12.5209,365.511,2.88,-2.88,-0.028,0.028,FP
5017.01,5017,12.4698,872.49,20.3085,-20.3085,-0.038,0.038,PC
5018.01,5018,11.576,459.435,5.6815,-5.6815,-0.039,0.039,PC
5019.01,5019,12.6345,453.404,5.6825,-5.6825,-0.037,0.037,PC
502.01,502,10.3773,215.387,2.802,-2.802,-0.084,0.084,APC
5020.01,5020,13.3298,1440.15,35.105,-35.105,-0.032,0.032,PC
5021.01,5021,13.2565,1041.69,15.98,-15.98,-0.027,0.027,PC
5022.01,5022,13.1509,488.161,5.657,-5.657,-0.03,0.03,PC
5023.01,5023,14.9582,119.693,1.113,-1.113,-0.143,0.143,PC
5024.01,5024,12.9267,829.942,9.7915,-9.7915,-0.029,0.029,PC
5025.01,5025,12.3666,803.602,28.987,-28.987,-0.064,0.064,PC
5026.01,5026,11.831,462.227,,,-2.103,2.103,PC
5027.01,5027,10.9097,204.429,1.0515,-1.0515,-0.04,0.04,CP
5028.01,5028,12.5587,929.659,18.8965,-18.8965,-0.034,0.034,PC
5029.01,5029,12.1989,383.371,9.8755,-9.8755,-0.085,0.085,PC
503.01,503,9.19813,255.416,3.8885,-3.8885,-0.053,0.053,CP
5030.01,5030,12.3927,990.831,72.926,-72.926,-0.107,0.107,PC
5031.01,5031,13.302,3154.91,976.47,-976.47,-0.123,0.123,PC
5032.01,5032,12.7954,732.552,,,-3.094,3.094,PC
5033.01,5033,11.7405,37.3076,0.05755,-0.05755,-0.064,0.064,PC
5034.01,5034,12.0635,221.335,1.8495,-1.8495,-0.039,0.039,PC
5035.01,5035,12.5787,394.439,2.7655,-2.7655,-0.026,0.026,PC
5036.01,5036,12.5819,567.804,4.8965,-4.8965,-0.026,0.026,PC
5037.01,5037,12.3155,605.313,14.529,-14.529,-0.058,0.058,PC
5038.01,5038,11.9036,1087.44,55.21,-55.21,-0.068,0.068,PC
5039.01,5039,13.4924,1079.8,34.155,-34.155,-0.043,0.043,PC
504.01,504,9.6646,425.719,5.639,-5.639,-0.065,0.065,FP
5040.01,5040,12.9612,1145.04,43.905,-43.905,-0.037,0.037,PC
5041.01,5041,14.9276,195.854,3.042,-3.042,-0.139,0.139,PC
5042.01,5042,11.0384,489.651,6.371,-6.371,-0.042,0.042,PC
5043.01,5043,12.4337,279.685,2.7535,-2.7535,-0.046,0.046,PC
5044.01,5044,11.1072,487.432,7.3055,-7.3055,-0.046,0.046,PC
5045.01,5045,13.3209,1024.34,18.94,-18.94,-0.027,0.027,PC
5046.01,5046,13.069,737.214,,,-3.229,3.229,PC
5047.01,5047,12.6794,266.138,2.455,-2.455,-0.05,0.05,PC
5048.01,5048,13.115,610.636,12.391,-12.391,-0.05,0.05,APC
5049.01,5049,12.9072,478.128,6.799,-6.799,-0.041,0.041,PC
505.01,505,10.6815,324.683,2.4605,-2.4605,-0.039,0.039,KP
5050.01,5050,12.6487,693.064,10.707,-10.707,-0.035,0.035,PC
5051.01,5051,11.6451,213.538,2.2705,-2.2705,-0.06,0.06,PC
5052.01,5052,12.3562,384.47,5.6155,-5.6155,-0.057,0.057,PC
5053.01,5053,12.6916,216.915,0.6765,-0.6765,-0.029,0.029,PC
5054.01,5054,12.7372,695.421,6.9835,-6.9835,-0.023,0.023,PC
5055.01,5055,11.9139,439.874,4.431,-4.431,-0.039,0.039,FP
5056.01,5056,10.9531,397.322,8.774,-8.774,-0.061,0.061,PC
5057.01,5057,11.0837,347.227,6.797,-6.797,-0.056,0.056,PC
5058.01,5058,10.9425,269.351,,,-2.0,2.0,PC
5059.01,5059,11.8876,156.693,1.3435,-1.3435,-0.065,0.065,PC
506.01,506,10.4215,267.292,2.665,-2.665,-0.037,0.037,FP
5060.01,5060,13.4489,941.579,28.9025,-28.9025,-0.029,0.029,PC
5061.01,5061,12.9971,792.868,13.585,-13.585,-0.036,0.036,PC
5062.01,5062,11.8105,627.41,10.769,-10.769,-0.039,0.039,PC
5063.01,5063,12.6019,881.246,23.582,-23.582,-0.041,0.041,PC
5064.01,5064,11.5939,433.55,3.941,-3.941,-0.04,0.04,PC
5065.01,5065,9.66896,181.69,1.286,-1.286,-0.045,0.045,KP
5066.01,5066,10.3418,402.304,8.2375,-8.2375,-0.073,0.073,PC
5067.01,5067,11.7421,201.856,1.4895,-1.4895,-0.037,0.037,KP
5068.01,5068,11.1704,154.83,1.246,-1.246,-0.062,0.062,KP
5069.01,5069,9.63679,231.014,3.517,-3.517,-0.14,0.14,PC
507.01,507,13.2304,110.884,0.6935,-0.6935,-0.058,0.058,PC
5070.01,5070,10.3879,286.43,3.519,-3.519,-0.07,0.07,FP
5071.01,5071,10.0121,188.959,2.4405,-2.4405,-0.061,0.061,KP
5072.01,5072,12.244,169.398,1.0545,-1.0545,-0.04,0.04,KP
5073.01,5073,13.3042,910.734,29.796,-29.796,-0.034,0.034,PC
5074.01,5074,9.02097,226.5,2.4795,-2.4795,-0.052,0.052,KP
5075.01,5075,8.3482,246.968,5.4675,-5.4675,-0.07,0.07,FP
5076.01,5076,9.9909,82.857,0.30515,-0.30515,-0.065,0.065,CP
5077.01,5077,9.51297,208.721,1.6375,-1.6375,-0.067,0.067,PC
5078.01,5078,9.7119,53.579,0.2628,-0.2628,-0.1,0.1,PC
5079.01,5079,9.642901,77.3109,0.24775,-0.24775,-0.05,0.05,FP
508.01,508,9.654,300.276,4.614,-4.614,-0.08,0.08,KP
5080.01,5080,12.9285,491.242,6.9575,-6.9575,-0.038,0.038,KP
5081.01,5081,10.5649,306.57,4.5895,-4.5895,-0.05,0.05,KP
5082.01,5082,7.6253,43.1406,0.0966,-0.0966,-0.07,0.07,CP
5083.01,5083,12.0394,107.272,0.4995,-0.4995,-0.059,0.059,KP
5084.01,5084,7.564,21.3575,0.0282,-0.0282,-0.129,0.129,PC
5085.01,5085,10.1125,196.662,1.763,-1.763,-0.055,0.055,PC
5086.01,5086,11.0514,348.646,6.2145,-6.2145,-0.05,0.05,KP
5087.01,5087,10.1192,59.2474,0.1871,-0.1871,-0.077,0.077,KP
5088.01,5088,9.3422,86.9438,0.32345,-0.32345,-0.059,0.059,PC
5088.02,5088,9.3422,86.9438,0.32345,-0.32345,-0.059,0.059,PC
5089.01,5089,10.999,371.823,6.419,-6.419,-0.059,0.059,KP
509.01,509,7.9259,48.9739,0.1055,-0.1055,-0.043,0.043,CP
509.02,509,7.9259,48.9739,0.1055,-0.1055,-0.043,0.043,CP
5090.01,5090,16.0573,185.731,4.86,-4.86,-0.131,0.131,KP
5091.01,5091,11.4438,500.511,16.0175,-16.0175,-0.085,0.085,PC
5092.01,5092,11.6786,189.575,1.5475,-1.5475,-0.069,0.069,APC
5093.01,5093,12.8033,202.152,0.948,-0.948,-0.022,0.022,KP
5094.01,5094,10.2479,29.4214,0.05075,-0.05075,-0.06,0.06,KP
5095.01,5095,13.0275,44.9565,0.16585,-0.16585,-0.118,0.118,KP
5096.01,5096,10.2832,71.0374,0.19885,-0.19885,-0.06,0.06,KP
5097.01,5097,11.5219,27.9276,0.04505,-0.04505,-0.067,0.067,KP
5098.01,5098,11.8887,697.004,17.5065,-17.5065,-0.055,0.055,KP
5099.01,5099,6.9762,93.1501,0.6444,-0.6444,-0.168,0.168,PC
510.01,510,8.4633,93.0994,0.1949,-0.1949,-0.047,0.047,APC
5100.01,5100,12.4261,513.756,9.618,-9.618,-0.051,0.051,PC
5101.01,5101,11.6718,518.625,11.2775,-11.2775,-0.048,0.048,KP
5102.01,5102,15.0155,379.43,21.726,-21.726,-0.161,0.161,APC
5103.01,5103,11.5679,528.469,13.8585,-13.8585,-0.057,0.057,APC
5104.01,5104,13.7667,1026.28,39.904,-39.904,-0.041,0.041,PC
5105.01,5105,12.1476,923.354,32.421,-32.421,-0.045,0.045,PC
5106.01,5106,10.0704,450.49,15.0935,-15.0935,-0.101,0.101,PC
5107.01,5107,9.4098,650.943,82.0725,-82.0725,-0.269,0.269,FP
5108.01,5108,9.18458,130.919,1.679,-1.679,-0.111,0.111,CP
5109.01,5109,10.2846,1165.13,78.905,-78.905,-0.069,0.069,PC
511.01,511,11.3072,415.344,6.5355,-6.5355,-0.063,0.063,KP
5110.01,5110,10.2592,392.259,8.099,-8.099,-0.068,0.068,CP
5111.01,5111,11.7538,75.1691,0.30675,-0.30675,-0.057,0.057,KP
5112.01,5112,10.1857,43.8372,0.087,-0.087,-0.082,0.082,PC
5113.01,5113,10.2212,222.874,2.505,-2.505,-0.056,0.056,PC
5114.01,5114,10.0643,,,,-2.4,2.4,PC
5115.01,5115,12.1045,207.618,2.061,-2.061,-0.048,0.048,PC
5116.01,5116,11.9783,197.234,2.0595,-2.0595,-0.062,0.062,PC
5117.01,5117,10.3657,217.786,1.7845,-1.7845,-0.062,0.062,PC
5118.01,5118,10.0769,280.37,3.46,-3.46,-0.071,0.071,PC
5119.01,5119,8.96861,179.327,1.703,-1.703,-0.073,0.073,FP
512.01,512,8.9767,67.3975,0.11655,-0.11655,-0.044,0.044,CP
512.02,512,8.9767,67.3975,0.11655,-0.11655,-0.044,0.044,APC
5120.01,5120,10.2326,229.962,1.961,-1.961,-0.062,0.062,PC
5121.01,5121,11.6522,878.43,49.94,-49.94,-0.067,0.067,KP
5122.01,5122,9.82614,183.637,2.224,-2.224,-0.066,0.066,PC
5123.01,5123,11.1983,123.438,0.71,-0.71,-0.044,0.044,KP
5123.02,5123,11.1983,123.438,0.71,-0.71,-0.044,0.044,KP
5124.01,5124,10.4406,588.788,17.201,-17.201,-0.067,0.067,FP
5125.01,5125,9.02342,171.506,1.6725,-1.6725,-0.083,0.083,PC
5126.01,5126,9.56225,160.414,1.598,-1.598,-0.092,0.092,CP
5126.02,5126,9.56225,160.414,1.598,-1.598,-0.092,0.092,CP
5127.01,5127,9.80493,162.582,5.4915,-5.4915,-0.119,0.119,PC
5128.01,5128,8.2893,193.998,4.402,-4.402,-0.222,0.222,PC
5129.01,5129,10.1843,201.912,2.7075,-2.7075,-0.095,0.095,PC
513.01,513,14.7095,190.2254,,,-2.0,2.0,FP
5130.01,5130,8.64885,101.55,0.6565,-0.6565,-0.071,0.071,PC
5131.01,5131,13.1113,215.18,1.624,-1.624,-0.046,0.046,PC
5132.01,5132,10.1485,493.91,12.1515,-12.1515,-0.071,0.071,APC
5133.01,5133,10.3703,404.955,8.775,-8.775,-0.082,0.082,FP
5134.01,5134,9.16636,149.969,0.9485,-0.9485,-0.061,0.061,FP
5135.01,5135,8.96147,152.97,0.912,-0.912,-0.057,0.057,FP
5136.01,5136,12.0789,446.821,8.546,-8.546,-0.047,0.047,KP
5137.01,5137,12.345,238.775,,,-2.223,2.223,PC
5138.01,5138,14.6026,495.317,10.556,-10.556,-0.058,0.058,KP
5139.01,5139,12.7263,131.219,0.94,-0.94,-0.054,0.054,PC
514.01,514,13.6674,475.758,8.116,-8.116,-0.037,0.037,KP
5140.01,5140,6.3687,35.26,0.05255,-0.05255,-0.046,0.046,PC
5141.01,5141,8.74761,132.345,0.8035,-0.8035,-0.071,0.071,KP
5142.01,5142,11.0658,185.932,1.469,-1.469,-0.067,0.067,KP
5143.01,5143,11.2668,181.38,2.106,-2.106,-0.076,0.076,PC
5143.02,5143,11.2668,181.38,2.106,-2.106,-0.076,0.076,PC
5144.01,5144,10.15,141.887,1.2185,-1.2185,-0.07,0.07,KP
5145.01,5145,12.3049,289.827,5.5745,-5.5745,-0.066,0.066,KP
5146.01,5146,10.5459,44.0727,0.10815,-0.10815,-0.057,0.057,KP
5147.01,5147,12.2325,272.747,4.316,-4.316,-0.081,0.081,PC
5148.01,5148,10.0143,237.514,3.044,-3.044,-0.065,0.065,PC
5149.01,5149,10.4815,298.458,4.4835,-4.4835,-0.096,0.096,PC
515.01,515,13.7988,442.813,6.8055,-6.8055,-0.04,0.04,CP
5150.01,5150,10.0768,434.304,5.3045,-5.3045,-0.047,0.047,FP
5151.01,5151,12.8337,485.421,3.954,-3.954,-0.033,0.033,PC
5152.01,5152,10.6509,382.898,7.296,-7.296,-0.082,0.082,CP
5153.01,5153,11.215,390.484,4.457,-4.457,-0.059,0.059,CP
5154.01,5154,10.7203,338.491,7.912,-7.912,-0.083,0.083,APC
5155.01,5155,11.7603,109.218,0.9235,-0.9235,-0.07,0.07,KP
5156.01,5156,10.2409,160.968,1.294,-1.294,-0.065,0.065,PC
5157.01,5157,11.7475,476.884,,,-1.5,1.5,APC
5158.01,5158,12.8325,1175.98,43.015,-43.015,-0.028,0.028,PC
5159.01,5159,8.6739,55.1788,0.1828,-0.1828,-0.209,0.209,PC
5159.02,5159,8.6739,55.1788,0.1828,-0.1828,-0.209,0.209,PC
516.01,516,14.114,150.5,2.0185,-2.0185,-0.11,0.11,APC
5160.01,5160,10.187,151.465,1.035,-1.035,-0.063,0.063,PC
5161.01,5161,12.1875,157.656,1.3555,-1.3555,-0.065,0.065,PC
5162.01,5162,13.2027,564.454,13.7,-13.7,-0.034,0.034,KP
5163.01,5163,11.6271,268.515,3.679,-3.679,-0.053,0.053,KP
5164.01,5164,11.2089,197.989,1.5425,-1.5425,-0.04,0.04,KP
5165.01,5165,12.5389,245.302,2.09,-2.09,-0.05,0.05,PC
5166.01,5166,10.0063,112.335,0.621,-0.621,-0.068,0.068,PC
